mah_id,mah_name,ilce_name,current_score,future_potential_score,predicted_score_5y,score_change_5y,future_class,growth_built_growth,growth_ntl_growth,growth_poi_vitality,growth_accessibility,growth_pop_dynamics,growth_urban_form,risk_flood_risk,risk_noise_risk,risk_heat_risk,risk_low_green,risk_overcrowding
korkuteli_kevzer,KEVZER,Korkuteli,24.61509766679856,11.95,20.81,-3.8,Risk Altinda,36.84,48.03,15.24,18.75,38.05,18.31,38.71,51.21,75.11,69.52,40.79
korkuteli_guzle,GÜZLE,Korkuteli,8.06463646227314,14.58,4.52,-3.54,Risk Altinda,11.18,40.57,7.68,9.76,74.45,10.96,28.29,17.65,54.06,15.46,10.42
elmali_haciyusuflar,HACIYUSUFLAR,Elmalı,1.974407668652088,1.75,0.0,-1.97,Risk Altinda,3.84,7.35,10.42,0.77,91.67,5.81,16.01,43.2,47.37,42.21,4.61
korkuteli_karabayir,KARABAYIR,Korkuteli,3.972938144321693,1.64,0.0,-3.97,Risk Altinda,17.98,22.7,3.78,4.28,54.17,34.21,32.89,17.65,87.39,67.43,20.94
korkuteli_karakuyu,KARAKUYU,Korkuteli,10.11141255197778,3.07,5.42,-4.69,Risk Altinda,29.28,37.5,3.78,2.41,31.47,25.33,58.66,17.65,62.61,58.0,34.76
korkuteli_karatas,KARATAŞ,Korkuteli,15.975244167086338,20.07,12.98,-2.99,Risk Altinda,46.93,61.84,26.1,15.35,4.17,37.06,69.41,44.19,50.44,64.69,49.34
korkuteli_kargalik,KARGALIK,Korkuteli,30.039065789394936,54.71,30.98,0.94,Orta Potansiyel,42.21,55.26,44.3,63.38,48.46,61.62,44.52,51.86,53.95,50.55,48.14
korkuteli_kargin,KARGIN,Korkuteli,9.664202387391958,9.54,5.62,-4.05,Risk Altinda,24.78,47.04,23.03,20.07,37.39,28.62,70.29,17.65,75.22,63.49,25.88
korkuteli_karsiyaka,KARŞIYAKA,Korkuteli,48.84009381889032,95.83,58.01,9.17,Yuksek Potansiyel,77.3,95.39,79.28,86.07,32.57,88.38,63.49,17.65,53.07,87.61,86.51
korkuteli_kayabas,KAYABAŞ,Korkuteli,21.521748959985832,43.64,20.89,-0.64,Dusuk Potansiyel,55.04,25.99,31.25,50.99,5.81,71.49,26.75,17.65,29.06,51.97,44.63
korkuteli_kemeragzi,KEMERAĞZI,Korkuteli,3.1972779887798017,13.93,0.0,-3.2,Risk Altinda,23.14,60.31,3.78,12.94,66.23,43.31,74.78,17.65,73.14,76.86,30.48
korkuteli_kirkpinar,KIRKPINAR,Korkuteli,17.24821396270692,5.81,12.83,-4.42,Risk Altinda,27.19,32.46,19.85,9.32,31.8,22.48,48.25,17.65,53.84,67.11,31.25
korkuteli_kizilaliler,KIZILALİLER,Korkuteli,13.713216675681874,8.88,9.6,-4.11,Risk Altinda,28.07,36.73,33.33,14.69,45.29,32.89,60.2,17.65,74.34,87.39,34.54
korkuteli_kizilcadag,KIZILCADAĞ,Korkuteli,21.026293181364974,3.84,16.41,-4.62,Risk Altinda,33.66,8.99,36.95,23.79,10.86,31.14,53.18,17.65,59.98,66.01,36.18
korkuteli_kozagaci,KOZAĞACI,Korkuteli,20.64959757637387,17.76,17.43,-3.22,Risk Altinda,35.96,40.13,30.7,13.38,48.03,16.23,44.85,17.65,62.39,63.71,30.59
korkuteli_koseler,KÖSELER,Korkuteli,14.913818050249905,10.86,11.0,-3.91,Risk Altinda,47.59,54.93,16.23,20.18,1.21,30.48,78.95,17.65,69.74,76.54,48.68
korkuteli_kucukkoy,KÜÇÜKKÖY,Korkuteli,29.358089166157317,15.68,25.93,-3.43,Risk Altinda,36.18,56.8,31.36,13.93,36.73,47.37,54.5,39.91,99.12,85.2,47.59
korkuteli_kiremitli,KİREMİTLİ,Korkuteli,59.17684188726941,96.27,68.43,9.25,Yuksek Potansiyel,95.72,99.45,96.16,88.05,15.46,90.35,81.25,96.27,48.14,97.04,94.41
korkuteli_leylek,LEYLEK,Korkuteli,3.902423584726976,1.97,0.0,-3.9,Risk Altinda,27.85,44.63,3.78,2.96,45.18,21.38,68.97,17.65,92.11,68.64,31.58
korkuteli_mamatlar,MAMATLAR,Korkuteli,10.959441128572225,2.74,6.23,-4.73,Risk Altinda,27.41,32.13,25.33,18.31,17.87,18.97,45.39,42.87,82.68,78.4,30.92
korkuteli_manay,MANAY,Korkuteli,13.948883161483543,0.44,8.99,-4.96,Risk Altinda,22.37,15.79,8.33,13.05,23.14,17.98,70.83,17.65,56.8,79.61,28.62
korkuteli_nebiler,NEBİLER,Korkuteli,3.549850786753389,2.85,0.0,-3.55,Risk Altinda,18.75,19.41,8.11,0.33,50.99,5.92,8.99,17.65,62.28,57.89,17.98
korkuteli_osmankalfalar,OSMANKALFALAR,Korkuteli,12.371586181924409,1.43,7.51,-4.86,Risk Altinda,23.36,38.49,3.78,3.18,20.61,15.02,59.43,17.65,53.29,66.34,32.02
korkuteli_sogutcuk,SÖĞÜTCÜK,Korkuteli,17.01254747690525,41.34,16.15,-0.87,Dusuk Potansiyel,31.25,39.36,48.14,59.21,38.71,55.04,37.17,45.5,58.77,43.09,33.66
korkuteli_sulekler,SÜLEKLER,Korkuteli,25.8268222101136,36.95,24.52,-1.3,Dusuk Potansiyel,41.34,37.06,29.5,44.96,46.71,10.42,28.18,17.65,30.48,33.11,40.35
korkuteli_tatkoy,TATKÖY,Korkuteli,24.68561222639328,27.74,22.46,-2.23,Dusuk Potansiyel,33.99,24.89,42.21,45.39,64.8,38.16,42.98,46.6,72.26,40.9,35.31
korkuteli_taskesigi,TAŞKESİĞİ,Korkuteli,25.090138361317567,1.86,20.28,-4.81,Risk Altinda,29.17,22.81,16.45,8.11,10.2,12.06,42.21,37.61,44.41,60.75,31.47
korkuteli_simandir,SIMANDIR,Korkuteli,22.301116838443395,9.98,18.3,-4.0,Risk Altinda,20.94,33.11,17.54,15.02,70.29,12.39,36.29,38.27,64.04,50.44,19.08
korkuteli_uzunoluk,UZUNOLUK,Korkuteli,41.67132894719674,71.6,45.99,4.32,Yuksek Potansiyel,62.83,84.76,68.53,65.13,42.21,72.92,58.77,72.59,86.51,76.75,69.96
korkuteli_yakakoy,YAKAKÖY,Korkuteli,4.772721106881104,0.55,0.0,-4.77,Risk Altinda,28.29,31.14,3.78,2.52,18.86,25.77,66.78,17.65,92.76,64.14,35.53
korkuteli_yazir,YAZIR,Korkuteli,31.581117742750248,28.29,29.41,-2.17,Dusuk Potansiyel,39.36,46.38,32.13,29.5,38.38,25.22,43.64,37.94,57.79,45.72,33.11
korkuteli_yeleme,YELEME,Korkuteli,12.11179688910522,9.1,8.02,-4.09,Risk Altinda,28.84,25.11,25.22,7.89,43.75,6.69,40.9,17.65,34.65,49.23,29.28
korkuteli_yelten,YELTEN,Korkuteli,28.6455281243788,24.89,26.13,-2.51,Risk Altinda,41.23,45.07,36.07,17.65,28.29,41.01,40.57,45.18,51.43,62.5,48.25
korkuteli_yeni,YENİ,Korkuteli,51.33750689834683,88.6,59.06,7.72,Yuksek Potansiyel,77.52,94.52,76.32,78.18,50.44,82.79,70.61,75.33,68.75,78.29,79.61
korkuteli_yesiloba,YEŞİLOBA,Korkuteli,8.34669470065201,0.88,3.43,-4.91,Risk Altinda,35.31,31.58,10.2,7.35,24.78,14.04,69.52,17.65,85.09,83.55,30.26
korkuteli_yesilyayla,YEŞİLYAYLA,Korkuteli,32.03203563025174,28.4,29.87,-2.16,Dusuk Potansiyel,42.65,31.36,38.27,34.32,46.82,33.66,43.75,50.11,43.09,56.14,41.67
korkuteli_yukarikaraman,YUKARIKARAMAN,Korkuteli,6.465070537154322,3.4,1.8,-4.66,Risk Altinda,18.86,6.8,25.88,10.86,43.86,18.86,20.07,17.65,52.52,64.04,20.5
korkuteli_caykenari,ÇAYKENARI,Korkuteli,17.48388044850859,6.25,13.11,-4.38,Risk Altinda,27.52,53.07,27.63,15.79,24.56,33.11,71.93,47.15,87.61,73.79,35.64
korkuteli_civgalar,ÇIVGALAR,Korkuteli,2.6090387050045454,29.82,0.59,-2.02,Dusuk Potansiyel,28.4,18.64,3.78,49.56,49.56,69.52,26.54,17.65,28.18,47.81,19.3
korkuteli_comakli,ÇOMAKLI,Korkuteli,26.58762886592715,5.7,22.16,-4.43,Risk Altinda,32.57,37.94,15.68,3.4,18.64,21.16,48.57,40.9,43.64,55.15,34.1
korkuteli_cukurca,ÇUKURCA,Korkuteli,7.053309820929578,2.08,2.26,-4.79,Risk Altinda,66.23,30.7,11.18,1.43,0.0,23.79,65.68,44.96,89.36,70.07,63.82
korkuteli_imrahor,İMRAHOR,Korkuteli,27.88003947361928,63.16,30.51,2.63,Orta Potansiyel,48.03,76.32,58.99,58.33,55.04,56.8,58.99,58.66,73.79,60.2,51.32
kumluca_adrasan,ADRASAN,Kumluca,51.330507759480575,55.59,52.45,1.12,Orta Potansiyel,48.9,46.49,64.58,42.98,43.09,50.99,44.08,62.83,37.17,22.48,48.46
finike_akcaalan,AKÇAALAN,Finike,4.984264785665256,17.65,1.75,-3.23,Risk Altinda,10.53,17.21,10.96,20.94,90.46,8.11,10.64,17.65,10.31,44.85,5.48
kumluca_altinyaka,ALTINYAKA,Kumluca,12.182311448699938,26.21,9.8,-2.38,Dusuk Potansiyel,5.26,8.66,24.34,25.44,97.26,28.07,14.47,17.65,3.62,10.42,3.51
kumluca_baglik,BAĞLIK,Kumluca,62.64486754950475,84.76,69.6,6.95,Yuksek Potansiyel,97.7,48.9,90.13,87.72,63.6,89.25,88.27,89.91,51.32,85.96,83.99
kumluca_belen,BELEN,Kumluca,21.4271115933736,62.06,23.84,2.41,Orta Potansiyel,43.2,35.75,51.64,46.82,70.83,50.44,1.1,48.9,40.24,21.93,30.37
kumluca_beykonak,BEYKONAK,Kumluca,65.15878036394457,31.58,63.32,-1.84,Dusuk Potansiyel,72.26,13.71,67.76,68.42,4.5,50.22,82.13,70.39,47.15,67.32,77.52
kumluca_besikci,BEŞİKÇİ,Kumluca,25.51756494592193,49.45,25.46,-0.05,Orta Potansiyel,47.48,29.06,53.73,59.54,47.59,50.66,39.04,60.64,36.62,26.1,48.03
kumluca_buyukalan,BÜYÜKALAN,Kumluca,5.971468619991299,15.46,2.52,-3.45,Risk Altinda,12.61,22.37,7.79,7.79,89.58,4.06,8.77,17.65,22.59,26.75,6.69
kumluca_cumhuriyet,CUMHURİYET,Kumluca,65.70042594423512,48.68,65.57,-0.13,Orta Potansiyel,65.13,9.54,81.69,84.98,63.16,72.04,79.5,77.96,71.6,68.42,75.77
kumluca_derekoy,DEREKÖY,Kumluca,3.267792548374519,17.54,0.02,-3.25,Risk Altinda,9.54,23.68,3.78,27.08,84.87,32.35,15.79,17.65,45.61,33.66,8.55
kumluca_ellinci_yil,ELLİNCİ YIL MAHALLESİ,Kumluca,36.68887061384538,80.7,42.83,6.14,Yuksek Potansiyel,67.11,64.36,57.35,60.31,80.59,64.25,58.0,17.65,42.76,47.15,62.5
kumluca_erentepe,ERENTEPE,Kumluca,18.06300963670205,25.22,15.58,-2.48,Dusuk Potansiyel,21.93,19.3,12.83,33.77,88.82,29.28,11.73,51.43,42.87,11.62,20.61
kumluca_eskicami,ESKİCAMİ,Kumluca,57.47147488948504,99.01,67.27,9.8,Yuksek Potansiyel,99.34,83.11,92.11,89.25,76.1,98.36,83.99,89.25,47.92,86.95,85.31
kumluca_goksu,GÖKSU,Kumluca,62.6624072195651,74.12,67.49,4.82,Yuksek Potansiyel,81.8,92.21,69.3,74.01,3.73,71.05,98.79,71.27,56.36,81.36,79.17
kumluca_golcuk,GÖLCÜK,Kumluca,7.359490866325966,25.44,4.9,-2.46,Dusuk Potansiyel,10.86,13.05,8.0,31.25,89.36,36.07,9.76,17.65,19.3,11.29,6.91
kumluca_guzoren,GÜZÖREN,Kumluca,24.355308373979376,56.91,25.74,1.38,Orta Potansiyel,27.74,60.64,29.71,35.2,75.88,43.64,14.69,50.33,26.97,16.45,23.46
kumluca_haciveliler,HACIVELİLER,Kumluca,47.88240131551275,57.89,49.46,1.58,Orta Potansiyel,70.61,55.37,62.61,60.64,27.85,45.29,84.43,64.58,35.64,51.75,68.64
kumluca_hizirkahya,HIZIRKAHYA,Kumluca,42.16519062055826,56.47,43.46,1.29,Orta Potansiyel,67.43,50.99,71.27,60.42,59.32,48.25,99.01,71.93,50.99,56.47,66.89
kumluca_karacaagac,KARACAAĞAÇ,Kumluca,10.040897992383062,40.02,9.04,-1.0,Dusuk Potansiyel,11.51,45.83,3.78,32.35,91.56,34.54,10.2,17.65,28.4,8.88,8.44
kumluca_karacaoren,KARACAÖREN,Kumluca,18.85519533365708,16.56,15.51,-3.34,Risk Altinda,12.94,24.56,17.21,15.24,85.2,15.46,26.21,36.84,23.9,30.59,9.87
kumluca_karsiyaka,KARŞIYAKA,Kumluca,50.99710264890065,74.23,55.84,4.85,Yuksek Potansiyel,83.55,58.11,76.21,72.7,29.61,73.57,80.92,77.41,39.47,57.79,72.26
kumluca_kasapcayiri,KASAPÇAYIRI,Kumluca,59.13400387951674,93.42,67.82,8.68,Yuksek Potansiyel,71.82,77.52,77.41,79.39,80.15,65.57,64.8,75.55,33.66,42.0,59.32
kumluca_kavakkoy,KAVAKKÖY,Kumluca,26.82812499989584,39.47,25.78,-1.05,Dusuk Potansiyel,67.0,64.8,65.35,19.41,44.96,4.61,99.78,63.71,42.98,52.85,64.8
kumluca_kum,KUM,Kumluca,64.3608299590929,68.53,68.07,3.71,Orta Potansiyel,78.18,88.05,70.18,73.9,5.92,70.39,98.68,71.71,69.41,87.5,79.39
kumluca_kuzca,KUZCA,Kumluca,12.252826008294656,21.05,9.36,-2.89,Risk Altinda,21.49,9.76,21.38,28.51,67.32,31.69,12.17,37.06,25.55,17.11,17.76
kumluca_mavikent,MAVİKENT,Kumluca,60.473599864658965,34.43,58.92,-1.56,Dusuk Potansiyel,60.2,9.87,63.71,52.85,6.25,59.21,53.84,63.16,22.37,42.11,67.43
kumluca_merkez,MERKEZ,Kumluca,52.12845816433226,73.79,56.89,4.76,Yuksek Potansiyel,55.15,54.5,59.98,66.01,89.47,56.14,37.61,54.28,54.61,29.28,54.82
kumluca_meydan,MEYDAN,Kumluca,60.541804635607605,77.08,65.96,5.42,Yuksek Potansiyel,99.56,1.1,98.68,99.01,73.14,99.12,57.35,98.14,45.39,99.78,91.56
kumluca_narenciye,NARENCİYE,Kumluca,68.43087887943182,97.7,77.97,9.54,Yuksek Potansiyel,82.89,85.86,81.8,83.44,88.71,74.56,85.75,83.33,33.99,52.52,65.57
kumluca_ortakoy,ORTAKÖY,Kumluca,14.543958487719308,67.43,18.03,3.49,Orta Potansiyel,41.67,61.07,39.04,42.0,76.43,46.6,11.95,17.65,46.49,17.65,41.89
elmali_ovacik,OVACIK,Elmalı,0.3525727979735872,2.41,0.0,-0.35,Risk Altinda,9.87,15.57,3.78,1.1,79.28,5.59,28.62,17.65,55.81,34.1,6.36
kumluca_salur,SALUR,Kumluca,44.1489541158155,42.76,43.43,-0.72,Dusuk Potansiyel,59.98,40.9,52.85,49.67,30.04,36.18,60.75,55.48,49.01,36.73,57.68
kumluca_saricasu,SARICASU,Kumluca,59.82943235454397,33.99,58.23,-1.6,Dusuk Potansiyel,64.91,4.17,60.31,62.06,20.83,51.86,47.04,60.86,50.88,41.78,64.14
kumluca_sarikavak,SARIKAVAK,Kumluca,23.61409834674523,65.24,26.66,3.05,Orta Potansiyel,54.93,50.88,66.01,62.83,60.96,48.14,72.59,17.65,40.46,38.27,58.88
kumluca_temel_egitim,TEMEL EĞİTİM MAHALLESİ,Kumluca,73.75860833587134,52.08,74.18,0.42,Orta Potansiyel,74.56,2.63,84.21,82.57,84.43,75.88,89.8,84.65,66.23,74.67,76.21
kumluca_toptas,TOPTAŞ,Kumluca,29.068193319714197,55.92,30.25,1.18,Orta Potansiyel,43.97,42.65,55.7,55.26,80.04,47.81,38.6,70.18,58.0,25.77,43.86
kumluca_yazir,YAZIR,Kumluca,31.958154188156712,68.97,35.75,3.79,Orta Potansiyel,31.47,65.9,63.16,54.61,78.07,54.71,30.26,67.11,44.74,20.72,29.61
kumluca_yeni,YENİ,Kumluca,55.9952745583671,63.27,58.65,2.65,Orta Potansiyel,92.54,2.85,85.96,84.1,67.65,79.06,93.09,86.62,38.71,71.82,79.5
kumluca_yenikisla,YENİKIŞLA,Kumluca,7.430005425920683,27.08,5.14,-2.29,Dusuk Potansiyel,5.81,12.39,27.85,28.4,98.25,27.3,5.04,17.65,35.31,4.17,3.4
kumluca_yesilkoy,YEŞİLKÖY,Kumluca,13.85424579487131,35.31,12.38,-1.47,Dusuk Potansiyel,37.83,19.52,34.43,31.8,44.52,38.82,5.7,17.65,34.43,12.94,37.94
kumluca_calti,ÇALTI,Kumluca,9.14647766321142,16.23,5.77,-3.38,Risk Altinda,8.33,12.17,19.3,26.97,96.27,12.83,24.23,17.65,41.01,8.33,3.84
kumluca_cayici,ÇAYİÇİ,Kumluca,7.571034545110118,14.25,4.0,-3.57,Risk Altinda,22.92,30.37,15.35,21.05,41.23,14.91,38.93,37.28,22.15,32.13,18.97
korkuteli_imecik,İMECİK,Korkuteli,17.177699403112204,5.26,12.7,-4.47,Risk Altinda,17.54,20.29,15.9,6.25,68.53,19.74,40.68,35.75,36.4,55.04,16.67
kumluca_incircik,İNCİRCİK,Kumluca,16.49482275272471,31.14,14.61,-1.89,Dusuk Potansiyel,20.18,32.35,32.57,17.87,77.74,10.2,15.9,46.93,11.07,9.43,20.29
manavgat_a_hisar,A. HİSAR,Manavgat,87.92328806687046,41.89,87.11,-0.81,Dusuk Potansiyel,62.28,1.54,97.37,91.34,35.96,95.29,79.82,97.37,63.93,96.71,96.27
manavgat_a_pazarci,A. PAZARCI,Manavgat,87.07788501802337,76.86,92.45,5.37,Yuksek Potansiyel,47.7,91.78,98.14,98.57,40.79,97.81,96.38,97.15,67.87,99.12,96.38
manavgat_ahmetler,AHMETLER,Manavgat,13.006217218276865,29.28,10.93,-2.07,Dusuk Potansiyel,19.74,35.86,24.23,23.36,72.15,9.32,25.0,17.65,31.03,3.18,18.53
manavgat_aksaz,AKSAZ,Manavgat,22.76208302437611,51.43,23.05,0.29,Orta Potansiyel,44.74,61.29,44.41,53.18,76.75,58.88,58.11,62.61,85.96,58.55,42.21
manavgat_altinkaya,ALTINKAYA,Manavgat,12.583129860708562,24.34,10.02,-2.57,Risk Altinda,10.96,15.24,31.69,21.27,91.45,10.09,13.16,40.24,12.17,2.74,7.57
manavgat_aydinevler,AYDINEVLER,Manavgat,56.79066639059268,57.46,58.28,1.49,Orta Potansiyel,89.8,0.66,83.33,91.56,53.62,97.59,82.24,80.37,71.38,89.58,88.71
manavgat_asagiisiklar,AŞAĞIIŞIKLAR,Manavgat,26.759043735995505,54.61,27.68,0.92,Orta Potansiyel,52.08,66.45,42.0,46.05,75.22,57.79,64.04,55.15,74.01,60.53,50.33
manavgat_bahcelievler,BAHÇELİEVLER,Manavgat,86.79048362561852,51.54,87.1,0.31,Orta Potansiyel,82.68,1.43,92.87,96.6,44.19,93.97,86.07,92.54,78.29,96.05,93.86
manavgat_ballibucak,BALLIBUCAK,Manavgat,12.724158979897997,7.68,8.49,-4.23,Risk Altinda,36.51,14.47,19.19,5.37,5.7,5.26,23.03,17.65,3.51,40.68,29.39
manavgat_belenobasi,BELENOBASI,Manavgat,24.42582293357409,49.89,24.41,-0.01,Orta Potansiyel,44.52,68.2,28.51,28.73,72.59,44.19,33.99,17.65,92.87,38.71,38.16
manavgat_bereket,BEREKET,Manavgat,17.404040029589098,43.42,16.75,-0.66,Dusuk Potansiyel,57.02,51.86,32.46,51.86,55.48,54.39,86.73,17.65,59.76,75.77,52.52
manavgat_beydigin,BEYDİĞİN,Manavgat,13.57218755649244,19.52,10.52,-3.05,Risk Altinda,11.4,48.79,20.39,10.96,77.3,12.61,26.1,36.95,61.51,17.54,13.6
manavgat_beskonak,BEŞKONAK,Manavgat,28.055434979145705,37.83,26.84,-1.22,Dusuk Potansiyel,23.9,43.86,38.38,24.67,82.35,21.93,31.69,40.13,28.84,28.62,19.63
manavgat_boztepe,BOZTEPE,Manavgat,23.08855263143114,63.82,25.85,2.76,Orta Potansiyel,57.89,66.78,56.03,59.76,45.83,41.34,75.44,17.65,39.04,58.99,56.58
serik_bucakkoy,BUCAKKÖY,Serik,9.74329132688186,28.73,7.62,-2.13,Dusuk Potansiyel,28.18,26.32,26.75,30.81,86.07,48.03,51.1,17.65,57.46,37.83,15.35
manavgat_bucakseyhler,BUCAKŞEYHLER,Manavgat,30.8611412551404,48.9,30.75,-0.11,Orta Potansiyel,43.09,48.36,56.14,53.62,66.34,53.95,52.19,59.54,83.66,38.38,41.78
manavgat_burmahan,BURMAHAN,Manavgat,21.35659703377888,38.49,20.21,-1.15,Dusuk Potansiyel,40.13,35.2,26.32,20.61,69.08,1.75,15.13,17.65,3.84,41.23,26.75
manavgat_bukluce,BÜKLÜCE,Manavgat,10.303453947357124,5.37,5.84,-4.46,Risk Altinda,54.39,9.1,3.78,42.43,40.02,55.15,98.03,17.65,59.1,86.18,53.73
manavgat_cevizler,CEVİZLER,Manavgat,5.247405485534573,37.5,4.0,-1.25,Dusuk Potansiyel,40.46,51.54,14.04,37.06,81.47,43.86,52.96,17.65,77.08,37.72,32.89
manavgat_demirciler,DEMİRCİLER,Manavgat,30.90811712367017,58.33,32.57,1.67,Orta Potansiyel,48.25,75.22,51.86,49.89,77.63,60.96,68.75,64.91,89.25,62.83,45.72
manavgat_denizkent,DENİZKENT,Manavgat,19.40562200948277,44.96,18.9,-0.5,Dusuk Potansiyel,55.26,57.89,52.52,50.66,12.28,63.93,88.93,17.65,61.07,66.12,57.46
manavgat_denizyaka,DENİZYAKA,Manavgat,22.25907894723173,19.85,19.24,-3.02,Risk Altinda,64.04,39.58,39.25,32.46,16.67,51.64,98.36,56.25,57.57,90.68,57.89
manavgat_degirmenozu,DEĞİRMENÖZÜ,Manavgat,12.512615301113842,5.59,8.07,-4.44,Risk Altinda,23.68,18.53,19.41,14.8,27.96,3.73,36.18,17.65,31.25,25.88,25.77
manavgat_dolbazlar,DOLBAZLAR,Manavgat,18.562490733809565,58.99,20.36,1.8,Orta Potansiyel,54.17,74.23,45.72,54.39,65.57,49.12,89.36,17.65,61.62,76.32,53.4
manavgat_dogancam,DOĞANÇAM,Manavgat,35.0417088392298,57.24,36.49,1.45,Orta Potansiyel,60.42,61.18,67.98,63.82,53.29,64.91,87.06,71.38,74.78,78.84,58.11
manavgat_duzagac,DÜZAĞAÇ,Manavgat,14.60763700485352,19.08,11.52,-3.09,Risk Altinda,17.76,19.08,20.72,9.98,79.71,9.1,17.32,17.65,20.18,15.68,11.95
manavgat_dikmen,DİKMEN,Manavgat,27.036692891970805,60.64,29.16,2.13,Orta Potansiyel,51.43,67.87,61.51,37.5,83.99,56.47,60.09,63.38,83.77,44.63,46.05
manavgat_emek,EMEK,Manavgat,76.81182835824534,89.69,84.75,7.94,Yuksek Potansiyel,75.44,93.42,90.24,89.69,52.96,94.19,72.48,90.13,79.39,97.26,94.74
manavgat_eski_hisar,ESKİ HİSAR,Manavgat,60.0295253861616,55.48,61.13,1.1,Orta Potansiyel,92.65,2.3,91.78,88.49,45.94,96.05,93.42,89.36,71.49,94.85,91.23
manavgat_evrenleryavsi,EVRENLERYAVŞI,Manavgat,15.05484716943934,43.09,14.36,-0.69,Dusuk Potansiyel,50.11,71.93,3.78,32.02,75.11,35.2,54.28,17.65,80.92,42.98,42.87
manavgat_evrenseki,EVRENSEKİ,Manavgat,40.21204595980507,69.41,44.09,3.88,Orta Potansiyel,72.81,82.79,66.34,66.12,3.84,69.3,70.39,67.76,68.64,57.13,74.56
manavgat_gaziler,GAZİLER,Manavgat,11.829738650726352,18.09,8.64,-3.19,Risk Altinda,16.67,24.78,37.39,21.93,91.01,11.95,43.09,42.98,48.9,35.75,6.14
manavgat_gebece,GEBECE,Manavgat,23.88397540237603,41.45,23.03,-0.86,Dusuk Potansiyel,8.88,35.64,31.47,40.57,97.15,34.32,8.22,17.65,52.96,10.53,8.22
manavgat_gencler,GENÇLER,Manavgat,10.612268346892114,16.01,7.21,-3.4,Risk Altinda,21.71,7.13,23.14,25.55,79.17,25.11,28.84,17.65,40.13,17.98,24.34
manavgat_gultepe,GÜLTEPE,Manavgat,37.54622368407773,99.34,47.41,9.87,Yuksek Potansiyel,95.5,92.76,67.11,83.99,91.89,77.63,62.39,17.65,67.98,71.49,78.73
manavgat_gundogdu,GÜNDOĞDU,Manavgat,35.411934766347244,52.41,35.89,0.48,Orta Potansiyel,59.32,67.11,60.75,58.11,13.16,64.36,76.54,61.07,71.93,62.28,60.2
manavgat_guzelyali,GÜZELYALI,Manavgat,12.653644420303277,30.48,10.7,-1.95,Dusuk Potansiyel,16.01,48.68,36.51,33.11,93.2,14.25,51.86,17.65,60.53,54.17,9.32
manavgat_haciali,HACIALİ,Manavgat,11.82861378795462,31.91,10.02,-1.81,Dusuk Potansiyel,17.65,45.94,31.14,38.71,89.91,41.12,39.47,17.65,82.57,44.74,24.23
manavgat_haciobasi,HACIOBASI,Manavgat,31.593602395261986,63.71,34.33,2.74,Orta Potansiyel,63.93,61.62,62.17,53.73,55.92,50.88,67.43,51.1,63.6,55.37,49.23
manavgat_haciisali,HACIİSALI,Manavgat,14.725018532195596,45.72,14.3,-0.43,Orta Potansiyel,35.86,47.92,13.82,35.75,83.88,53.84,25.88,17.65,70.18,17.76,34.32
manavgat_halitagalar,HALİTAĞALAR,Manavgat,1.099999999998794,13.05,0.0,-1.1,Risk Altinda,15.68,5.48,3.78,18.86,79.39,17.21,6.47,17.65,19.63,14.8,21.05
manavgat_hatipler,HATİPLER,Manavgat,39.70285526300555,74.89,44.68,4.98,Yuksek Potansiyel,66.45,76.1,69.96,69.52,69.41,76.43,73.57,74.45,71.27,77.74,66.45
manavgat_hocalar,HOCALAR,Manavgat,16.781393624847336,29.17,14.7,-2.08,Dusuk Potansiyel,39.8,43.09,39.69,39.04,40.9,44.41,56.36,47.92,72.37,46.05,40.13
manavgat_hocali,HOCALI,Manavgat,14.160426840267696,37.06,12.87,-1.29,Dusuk Potansiyel,6.58,54.17,24.56,34.1,98.03,31.91,14.91,17.65,79.5,21.27,6.47
manavgat_ilica,ILICA,Manavgat,64.8226184206494,83.66,71.56,6.73,Yuksek Potansiyel,80.04,91.67,76.64,78.84,30.81,77.74,78.18,77.63,65.68,80.81,78.4
manavgat_kadilar,KADILAR,Manavgat,3.1700148257916023,30.92,1.26,-1.91,Dusuk Potansiyel,38.16,39.04,3.78,26.21,57.57,30.92,42.43,17.65,19.19,25.0,30.04
manavgat_kalemler,KALEMLER,Manavgat,16.70636643150886,50.11,16.73,0.02,Orta Potansiyel,55.7,71.49,11.29,40.79,51.21,52.3,57.57,17.65,75.33,49.12,37.28
manavgat_karabucak,KARABUCAK,Manavgat,14.678151564448235,15.9,11.27,-3.41,Risk Altinda,21.27,21.05,3.78,8.66,78.73,2.08,18.75,17.65,8.66,14.91,16.34
manavgat_karabuk,KARABÜK,Manavgat,18.78468077406236,24.67,16.25,-2.53,Risk Altinda,17.21,20.61,34.21,24.23,82.79,13.71,20.94,39.04,26.64,18.53,13.82
manavgat_karacalar,KARACALAR,Manavgat,37.58486842070518,63.6,40.3,2.72,Orta Potansiyel,65.9,73.25,69.85,60.96,27.08,75.11,79.61,63.27,75.88,78.51,69.85
manavgat_karakaya,KARAKAYA,Manavgat,12.936545589283206,29.39,10.88,-2.06,Dusuk Potansiyel,45.18,10.31,40.24,33.0,54.82,36.84,39.69,46.49,21.93,29.61,40.9
